id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
57,160,FV,24.0,2645,Reg,Lvl,Twnhs,Gtl,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,BrkFace,456.0,Gd,TA,PConc,8,2009,WD,Abnorml,172500,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-08-01
58,60,RL,89.0,11645,IR1,Lvl,1Fam,Gtl,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,8,2006,WD,Normal,196500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
59,60,RL,66.0,13682,IR2,HLS,1Fam,Gtl,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,1031.0,Ex,TA,PConc,10,2006,New,Partial,438780,2,Moderately Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,2.0,Excellent,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-10-01
60,20,RL,60.0,7200,Reg,Bnk,1Fam,Gtl,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,1,2008,WD,Normal,124900,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-01-01
61,20,RL,63.0,13072,Reg,Lvl,1Fam,Gtl,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,5,2006,New,Partial,158000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-05-01
62,75,RM,60.0,7200,Reg,Lvl,1Fam,Gtl,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,3,2007,WD,Normal,101000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,6,wo and one-half story: 2nd level unfinished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
63,120,RL,44.0,6442,IR1,Lvl,TwnhsE,Gtl,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,178.0,Gd,TA,PConc,10,2007,WD,Normal,202500,1,Slightly Irregular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-10-01
64,70,RM,50.0,10300,IR1,Bnk,1Fam,Gtl,2Story,7,6,1921,1950,Gable,CompShg,Stucco,None,0.0,TA,TA,BrkTil,4,2010,WD,Normal,140000,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Stucco,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2010-04-01
65,60,RL,,9375,Reg,Lvl,1Fam,Gtl,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,573.0,TA,TA,PConc,2,2009,WD,Normal,219500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-02-01
66,60,RL,76.0,9591,Reg,Lvl,1Fam,Gtl,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,344.0,Gd,TA,PConc,10,2007,WD,Normal,317000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-10-01
67,20,RL,,19900,Reg,Lvl,1Fam,Gtl,1Story,7,5,1970,1989,Gable,CompShg,Plywood,BrkFace,287.0,TA,TA,CBlock,7,2010,WD,Normal,180000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-07-01
68,20,RL,72.0,10665,IR1,Lvl,1Fam,Gtl,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,167.0,Gd,TA,PConc,6,2007,WD,Normal,226000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
69,30,RM,47.0,4608,Reg,Lvl,1Fam,Gtl,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,6,2010,WD,Normal,80000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-06-01
70,50,RL,81.0,15593,Reg,Lvl,1Fam,Gtl,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,7,2006,WD,Normal,225000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
71,20,RL,95.0,13651,IR1,Lvl,1Fam,Gtl,1Story,7,6,1973,1973,Gable,CompShg,Plywood,BrkFace,1115.0,TA,Gd,CBlock,2,2007,WD,Normal,244000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-02-01
72,20,RL,69.0,7599,Reg,Lvl,1Fam,Gtl,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2007,WD,Normal,129500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
73,60,RL,74.0,10141,IR1,Lvl,1Fam,Gtl,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,40.0,TA,TA,PConc,12,2009,WD,Normal,185000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-12-01
74,20,RL,85.0,10200,Reg,Lvl,1Fam,Gtl,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,5,2010,WD,Normal,144900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
75,50,RM,60.0,5790,Reg,Lvl,1Fam,Gtl,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,None,0.0,Gd,Gd,CBlock,5,2010,WD,Normal,107400,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,2,Gambrel,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
76,180,RM,21.0,1596,Reg,Lvl,Twnhs,Gtl,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,11,2009,WD,Normal,91000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-11-01
77,20,RL,,8475,IR1,Lvl,1Fam,Gtl,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,4,2008,WD,Normal,135750,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-04-01
78,50,RM,50.0,8635,Reg,Lvl,1Fam,Gtl,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,1,2008,WD,Normal,127000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-01-01
79,90,RL,72.0,10778,Reg,Lvl,Duplex,Gtl,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,None,0.0,TA,TA,CBlock,4,2010,WD,Normal,136500,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-04-01
80,50,RM,60.0,10440,Reg,Lvl,1Fam,Gtl,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,5,2009,WD,Normal,110000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
81,60,RL,100.0,13000,Reg,Lvl,1Fam,Gtl,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,BrkFace,576.0,TA,Gd,CBlock,6,2009,WD,Normal,193500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
82,120,RM,32.0,4500,Reg,Lvl,TwnhsE,Gtl,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,443.0,TA,Gd,PConc,3,2006,WD,Normal,153500,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-03-01
83,20,RL,78.0,10206,Reg,Lvl,1Fam,Gtl,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,Stone,468.0,TA,TA,PConc,10,2008,WD,Normal,245000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-10-01
84,20,RL,80.0,8892,IR1,Lvl,1Fam,Gtl,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,BrkCmn,66.0,TA,TA,CBlock,7,2007,COD,Normal,126500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,0.0,Brick Common,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2007-07-01
85,80,RL,,8530,IR1,Lvl,1Fam,Gtl,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,BrkFace,22.0,TA,TA,PConc,5,2009,WD,Normal,168500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
86,60,RL,121.0,16059,Reg,Lvl,1Fam,Gtl,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,BrkFace,284.0,Gd,TA,CBlock,4,2006,WD,Normal,260000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
87,60,RL,122.0,11911,IR2,Lvl,1Fam,Gtl,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,3,2009,WD,Normal,174000,2,Moderately Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-03-01
88,160,FV,40.0,3951,Reg,Lvl,TwnhsE,Gtl,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,Stone,76.0,Gd,TA,PConc,6,2009,New,Partial,164500,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2009-06-01
89,50,C (all),105.0,8470,IR1,Lvl,1Fam,Gtl,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,None,0.0,Fa,Fa,CBlock,10,2009,ConLD,Abnorml,85000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,3,Hip,1,Standard (Composite) Shingle,5,Plywood,3.0,None,,,,,1,Cinder Block,8,Contract Low Down,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-10-01
90,20,RL,60.0,8070,Reg,Lvl,1Fam,Gtl,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,8,2007,WD,Normal,123600,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
91,20,RL,60.0,7200,Reg,Lvl,1Fam,Gtl,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,None,0.0,TA,TA,Slab,7,2006,WD,Normal,109900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
92,20,RL,85.0,8500,Reg,Lvl,1Fam,Gtl,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,BrkCmn,203.0,TA,TA,CBlock,12,2006,WD,Abnorml,98600,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,0.0,Brick Common,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-12-01
93,30,RL,80.0,13360,IR1,HLS,1Fam,Gtl,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,8,2009,WD,Normal,163500,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-08-01
94,190,C (all),60.0,7200,Reg,Lvl,2fmCon,Gtl,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,11,2007,WD,Normal,133900,0,Regular,0,Near Flat/Level,1,Two-family Conversion,0,Gentle slope,6,wo and one-half story: 2nd level unfinished,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
95,60,RL,69.0,9337,IR1,Lvl,1Fam,Gtl,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,None,0.0,TA,Gd,PConc,5,2007,WD,Normal,204750,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
96,60,RL,,9765,IR2,Lvl,1Fam,Gtl,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,BrkFace,68.0,Ex,Gd,PConc,4,2009,WD,Normal,185000,2,Moderately Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,2.0,Excellent,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-04-01
97,20,RL,78.0,10264,IR1,Lvl,1Fam,Gtl,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,183.0,Gd,TA,PConc,8,2006,WD,Normal,214000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
98,20,RL,73.0,10921,Reg,HLS,1Fam,Gtl,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,BrkFace,48.0,TA,TA,CBlock,5,2007,WD,Normal,94750,0,Regular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
99,30,RL,85.0,10625,Reg,Lvl,1Fam,Gtl,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,5,2010,COD,Abnorml,83000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2010-05-01
100,20,RL,77.0,9320,IR1,Lvl,1Fam,Gtl,1Story,4,5,1959,1959,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,1,2010,WD,Normal,128950,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-01-01
101,20,RL,,10603,IR1,Lvl,1Fam,Gtl,1Story,6,7,1977,2001,Gable,CompShg,Plywood,BrkFace,28.0,TA,TA,PConc,2,2010,WD,Normal,205000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
102,60,RL,77.0,9206,Reg,Lvl,1Fam,Gtl,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,BrkFace,336.0,Gd,TA,CBlock,6,2010,WD,Normal,178000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-06-01
103,90,RL,64.0,7018,Reg,Bnk,Duplex,Gtl,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,None,0.0,TA,Fa,Slab,6,2009,WD,Alloca,118964,0,Regular,1,anked - Quick and significant rise from street grade to building,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,,,3,Slab,0,Warranty Deed - Conventional,3,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",2009-06-01
104,20,RL,94.0,10402,IR1,Lvl,1Fam,Gtl,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,5,2010,WD,Normal,198900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
105,50,RM,,7758,Reg,Lvl,1Fam,Gtl,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,BrkFace,600.0,TA,Fa,PConc,6,2007,WD,Normal,169500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Stucco,1.0,Brick Face,0.0,Average,,,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
106,60,FV,75.0,9375,Reg,Lvl,1Fam,Gtl,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,768.0,Gd,TA,PConc,8,2008,WD,Normal,250000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-08-01
107,30,RM,60.0,10800,Reg,Lvl,1Fam,Gtl,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,8,2007,WD,Normal,100000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,4,Mansard,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
108,20,RM,50.0,6000,Reg,Lvl,1Fam,Gtl,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,4,2008,WD,Partial,115000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,5,Home was not completed when last assessed (associated with New Homes),2008-04-01
109,50,RM,85.0,8500,Reg,Lvl,1Fam,Gtl,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,None,0.0,TA,TA,CBlock,8,2007,WD,Normal,115000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
110,20,RL,105.0,11751,IR1,Lvl,1Fam,Gtl,1Story,6,6,1977,1977,Hip,CompShg,Plywood,BrkFace,480.0,TA,TA,CBlock,1,2010,COD,Normal,190000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2010-01-01
111,50,RL,75.0,9525,Reg,Lvl,1Fam,Gtl,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,10,2006,WD,Normal,136900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-10-01
112,80,RL,,7750,IR1,Lvl,1Fam,Gtl,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,4,2010,WD,Normal,180000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-04-01
113,60,RL,77.0,9965,Reg,Lvl,1Fam,Gtl,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,Stone,220.0,Gd,TA,PConc,10,2007,New,Partial,383970,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-10-01
